PERMIT_TYPE,APP_ID,WDID,STATUS,NOI_PROCESSED_DATE,REGION_BOARD,COUNTY,OPERATOR_NAME,FACILITY_NAME,FACILITY_ADDRESS,FACILITY_CITY,FACILITY_STATE,FACILITY_ZIP,FACILITY_LATITUDE,FACILITY_LONGITUDE,FACILITY_COUNTY,FACILITY_CONTACT_FIRST_NAME,FACILITY_CONTACT_LAST_NAME,FACILITY_PHONE,FACILITY_TOTAL_SIZE,FACILITY_TOTAL_SIZE_UNIT,PRIMARY_SIC
Industrial,323364,4 19I020820,Terminated,2020-09-11,4,Los Angeles,V T West Inc Ca,V T West Inc Ca,16222 Phoebe Ave,La Mirada,Ca,90638,33.88467,-118.02154,Los Angeles,Kevin,Huss,712-389-5748,299841.0,Sqft,4225-General Warehousing And Storage
Industrial,323364,4 19Nec007572,Terminated,2020-09-24,4,Los Angeles,V T West Inc Ca,V T West Inc Ca,16222 Phoebe Ave,La Mirada,Ca,90638,33.88467,-118.02154,Los Angeles,Kevin,Huss,712-389-5748,299841.0,Sqft,4225-General Warehousing And Storage
Industrial,323366,4 19I020821,Terminated,2007-04-12,4,Los Angeles,Signature Flexible Packaging Inc,Signature Flexible Packaging,5519 Jillson St,Commerce,Ca,90040,34.00113,-118.15932,Los Angeles,Armando,Lira,323-887-1997,52082.0,Sqft,3081-Unsupported Plastics Film And Sheet
Industrial,323375,4 19I020813,Terminated,2007-04-12,4,Los Angeles,Kent May,Geiger Plastics Inc,16150 S Maple Ave,Carson,Ca,90248,33.88536,-118.27074,Los Angeles,Samuel,May,310-327-9926,15321.0,Sqft,3081-Unsupported Plastics Film And Sheet
Industrial,323375,4 19Nec008130,Active,2007-04-12,4,Los Angeles,Kent May,Geiger Plastics Inc,16150 S Maple Ave,Carson,Ca,90248,33.88536,-118.27074,Los Angeles,Samuel,May,310-327-9926,15321.0,Sqft,3081-Unsupported Plastics Film And Sheet
Industrial,323379,4 19I020874,Terminated,2007-05-07,4,Los Angeles,Domtar Paper Co Llc,Cerritos Converting & Distribution Center,14100 Vine Pl,Cerritos,Ca,90703,33.87566,-118.02999,Los Angeles,Laurence,T Carew,562-412-9031,10.0,Acres,2761-Manifold Business Forms
Industrial,323388,4 19I020812,Terminated,2007-04-12,4,Los Angeles,Poly Enterprises,Poly Enterprises,230 E Pomona Ave,Monrovia,Ca,91016,34.13424,-117.99661,Los Angeles,Rex,A Ours,626-358-5115,13435.0,Sqft,"3089-Plastics Products, Nec"
Industrial,323466,4 19I020807,Terminated,2007-04-12,4,Los Angeles,Apex Waste Systems Inc,Apex Waste Systems Inc,14521 S Avalon,Gardena,Ca,90248,33.90027,-118.26525,Los Angeles,Eugene,Uzomaka,310-327-0553,81293.0,Sqft,"7699-Repair Shops And Related Services, Nec"
Industrial,323468,4 19I020796,Terminated,2007-04-12,4,Los Angeles,Precision Pack Int L Inc,Precision Pack International Inc,7333 Adams St,Paramount,Ca,90723,33.89457,-118.16982,Los Angeles,Jaime,Fong,562-630-6868,30000.0,Sqft,"3089-Plastics Products, Nec"
Industrial,323477,4 19I020823,Terminated,2007-04-13,4,Los Angeles,Peerless Injection Molding Llc,Peerless Injection Molding Llc,14600 S Main St,Gardena,Ca,90248,33.90007,-118.27394,Los Angeles,David,Witt,310-768-3023,50000.0,Sqft,"3089-Plastics Products, Nec"
Industrial,323527,4 19I020825,Terminated,2007-04-16,4,Los Angeles,Usf Reddaway Inc Yrc Worldwide  Enterprise Services Inc,Usf Reddaway Inc Pom,1130 S Reservoir St,Pomona,Ca,91766,34.04977,-117.73239,Los Angeles,Kevin,Taylor,909-469-6146,8.07,Acres,"4213-Trucking, Except Local"
Industrial,323565,4 19I020826,Active,2007-04-16,4,Los Angeles,Orion Plastics Corporation,Orion Plastics,700 W Carob St,Compton,Ca,90220,33.87872,-118.23441,Los Angeles,Daniel,Cortez Moreno,310-223-0370,1.9,Acres,3081-Unsupported Plastics Film And Sheet
Industrial,323607,4 19I020828,Terminated,2007-04-23,4,Los Angeles,L3 Technologies Electron Devices Division,L3Harris Electron Devices Division,3100 W Lomita Blvd Bldg 230,Torrance,Ca,90505,33.810811,-118.341958,Los Angeles,Venessa,Cardenas,310-517-6268,387277.0,Sqft,3671-Electron Tubes
Industrial,323616,4 19I020832,Terminated,2007-04-23,4,Los Angeles,Rotational Molding Inc,Rotational Molding Inc,17038 S Figueroa,Gardena,Ca,90275,33.87607,-118.28231,Los Angeles,Mario,Poma,310-327-5401,207046.0,Sqft,"3089-Plastics Products, Nec"
Industrial,323896,4 19I020836,Terminated,2007-04-24,4,Los Angeles,Sra Center Llc,Sra Center Llc,8989 San Fernando Rd,Sun Valley,Ca,91352,34.2321,-118.38613,Los Angeles,Harout,Mardinrossiam,818-504-6941,8250.0,Sqft,"5015-Motor Vehicle Parts, Used"
Industrial,323958,4 19I020839,Active,2007-04-25,4,Los Angeles,Amfoam Inc,American Foam  Packaging,15110 S Broadway,Rosewood,Ca,90248,33.8947,-118.27859,Los Angeles,Brian,Leecing,310-327-4003,42000.0,Sqft,3086-Plastics Foam Products
Industrial,323970,4 19I020850,Terminated,2007-04-27,4,Los Angeles,Javier Franco,West Coast Plastics,10080 Greenleaf Ave,Santa Fe Springs,Ca,90670,33.94505,-118.05673,Los Angeles,Carol,Blackwell,562-777-8017,3100.0,Sqft,3085-Plastics Bottles
Industrial,323973,4 19I020849,Terminated,2007-04-27,4,Los Angeles,Plasticorp,Plasticorp,24105 24049 Frampton Ave,Harbor City,Ca,90710,33.80597,-118.30053,Los Angeles,Michael,Tesar,310-539-9530,182973.0,Sqft,"3089-Plastics Products, Nec"
Industrial,323983,4 19I020842,Terminated,2007-04-25,4,Los Angeles,Niron,Niron,20541 Earlgate St,Walnut,Ca,91789,34.00011,-117.85607,Los Angeles,Glenn,Nieberle,909-598-1526,41474.0,Sqft,"3089-Plastics Products, Nec"
Industrial,323983,4 19Nec009718,Terminated,2007-04-25,4,Los Angeles,Niron,Niron,20541 Earlgate St,Walnut,Ca,91789,34.00011,-117.85607,Los Angeles,Glenn,Nieberle,909-598-1526,41474.0,Sqft,"3089-Plastics Products, Nec"
Industrial,324019,4 19I020852,Terminated,2007-04-27,4,Los Angeles,Estes Express West,Gi Trucking Co Dba Estes West,1531 Blimm Ave,Wilmington,Ca,90744,33.79479,-118.24565,Los Angeles,Robert,Clagg,310-549-5229,4.77,Acres,"4213-Trucking, Except Local"
Industrial,324094,4 19I020887,Terminated,2007-05-16,4,Los Angeles,E Z Plastic Packaging Corp,E Z Plastic Packaging Corp,2051 S Garfield Ave,Commerce,Ca,90040,34.00446,-118.13124,Los Angeles,Nam,Li,323-887-0123,74000.0,Sqft,3081-Unsupported Plastics Film And Sheet
Industrial,324094,4 19Nec003280,Active,2007-05-16,4,Los Angeles,E Z Plastic Packaging Corp,E Z Plastic Packaging Corp,2051 S Garfield Ave,Commerce,Ca,90040,34.00446,-118.13124,Los Angeles,Nam,Li,323-887-0123,74000.0,Sqft,3081-Unsupported Plastics Film And Sheet
Industrial,324115,4 19I020885,Active,2007-05-14,4,Los Angeles,Gerry Frushon,United Polymers Inc,14385 Industry Circle,La Mirada,Ca,90638,33.8768,-118.02527,Los Angeles,Ray,Boisvert,714-684-0080,77165.0,Sqft,"3083-Laminated Plastics Plate, Sheet, And Profile Shapes"
Industrial,324140,4 19I020859,Terminated,2007-05-03,4,Los Angeles,Dvoracek Family,Three D Plastics Inc,430 N Varney St,Burbank,Ca,91502,34.17966,-118.31634,Los Angeles,Frank,J Dvoracek,323-849-1316,30700.0,Sqft,"2821-Plastics Material And Synthetic Resins, And Nonvulcanizable Elastomers"
Industrial,324195,4 19I020856,Terminated,2007-05-02,4,Los Angeles,Composites Horizons Inc,Composites Horizons Inc,1471 Industrial Park St,Covina,Ca,91722,34.09131,-117.92118,Los Angeles,Tom,Hynes,626-331-0861,80000.0,Sqft,"3089-Plastics Products, Nec"
Industrial,324312,4 19I020864,Terminated,2007-05-03,4,Los Angeles,Crown Fence Co,Crown Fence Co,12118 Bloomfield,Santa Fe Springs,Ca,90670,33.92127,-118.06394,Los Angeles,Patrick,Fiedler,562-864-5177,5.0,Acres,3496-Miscellaneous Fabricated Wire Products
Industrial,324468,4 19I020875,Terminated,2007-05-07,4,Los Angeles,Green Valley Market Inc,Green Valley Market,16166 Spunky Canyon Rd,Green Valley,Ca,91350,34.06586,-118.21922,Los Angeles,Fadel,Hannoun,999-999-9999,0.33,Acres,5541-Gasoline Service Stations
Industrial,324494,4 19I020872,Terminated,2007-05-07,4,Los Angeles,Breeders Choice Pet Foods Inc,Breeders Choice Pet Foods Inc,16321 E Arrow Hwy,Irwindale,Ca,91706,34.10703,-117.92662,Los Angeles,Clint,Hammond,626-334-9301,2.81,Acres,2047-Dog And Cat Food
Industrial,324495,4 19I020870,Active,2007-05-04,4,Los Angeles,Five Star Auto Parts Inc,Five Star Auto Parts Inc,11619 Sheldon St,Sun Valley,Ca,91352,34.2453,-118.38552,Los Angeles,Albert,Garibyan,818-768-4555,28135.0,Sqft,"5015-Motor Vehicle Parts, Used"
Industrial,324562,4 19I020877,Terminated,2007-05-07,4,Los Angeles,National Signal Inc,National Signal Inc,9601 John St,Santa Fe Springs,Ca,90670,33.95305,-118.06253,Los Angeles,Lupe,Martinez,562-309-0020,129000.0,Sqft,"3669-Communications Equipment, Nec"
Industrial,324581,4 19I020869,Terminated,2007-05-04,4,Los Angeles,Rodger E Boaz,Lbm Products Inc,10711 Chandler Blvd,North Hollywood,Ca,91601,34.16869,-118.36405,Los Angeles,Rodger,E Boaz,818-984-3321,7500.0,Sqft,"3089-Plastics Products, Nec"
Industrial,324581,4 19Nec002197,Terminated,2007-05-04,4,Los Angeles,Rodger E Boaz,Lbm Products Inc,10711 Chandler Blvd,North Hollywood,Ca,91601,34.16869,-118.36405,Los Angeles,Rodger,E Boaz,818-984-3321,7500.0,Sqft,"3089-Plastics Products, Nec"
Industrial,324581,4 19Nec004302,Terminated,2007-05-04,4,Los Angeles,Rodger E Boaz,Lbm Products Inc,10711 Chandler Blvd,North Hollywood,Ca,91601,34.16869,-118.36405,Los Angeles,Rodger,E Boaz,818-984-3321,7500.0,Sqft,"3089-Plastics Products, Nec"
Industrial,324680,4 19I020880,Active,2007-05-11,4,Los Angeles,Pacific Coast Transport  Refrig,Pacific Coast Trans Vernon,1925 E Vernon Ave,Vernon,Ca,90058,34.00392,-118.23835,Los Angeles,David,Rodriquez Oswaldo Gonzalez,323-216-9413,21200.0,Sqft,"4213-Trucking, Except Local"
Industrial,324715,4 19I020883,Terminated,2007-05-14,4,Los Angeles,Leadway Plastics Corp,Leadway Plastics Corp,9368 Stewart And Gray Road,Downey,Ca,90241,33.94464,-118.14153,Los Angeles,Kenneth,Ho,562-803-4869,54000.0,Sqft,3081-Unsupported Plastics Film And Sheet
Industrial,324878,4 19I020881,Active,2007-05-14,4,Los Angeles,Us Polymers,Us Polymers Inc,5910 Bandini,Commerce,Ca,90040,33.99137,-118.15543,Los Angeles,Vram,Ohanesian,323-727-6888,65000.0,Sqft,3084-Plastics Pipe
Industrial,324960,4 19I020888,Terminated,2007-05-16,4,Los Angeles,Shore Terminals Llc,Shore Terminals Llc,841 La Paloma Ave,Wilmington,Ca,90744,33.76056,-118.26485,Los Angeles,Todd,Habets,916-479-6118,7.93,Acres,"4226-Special Warehousing And Storage, Nec"
Industrial,325272,6B19I020903,Terminated,2007-05-29,6B,Los Angeles,Five Stars Auto Dismantling,Five Stars Auto Dismantling,45555 N Division St,Lancaster,Ca,93534,34.71134,-118.13056,Los Angeles,Jaime,Gamboa,661-726-2040,1.0,Acres,"5015-Motor Vehicle Parts, Used"
Industrial,325428,4 19I021026,Terminated,2007-07-24,4,Los Angeles,Omega Extruding Corp Of Ca,Omega Extruding Corp Of Ca,1860 S Acacia Ave,Compton,Ca,90220,33.87743,-118.2249,Los Angeles,Tamayo,Covarrubias,310-609-3900,167340.0,Sqft,"3089-Plastics Products, Nec"
Industrial,325439,4 19I020905,Terminated,2007-05-29,4,Los Angeles,Precise Auto Parts,Precise Auto Parts,12276 1/2 Branford St,Sun Valley,Ca,91352,34.25047,-118.4001,Los Angeles,Luis,Hernandez,818-896-5007,3680.0,Sqft,"5015-Motor Vehicle Parts, Used"
Industrial,325771,4 19I020907,Active,2007-05-29,4,Los Angeles,Barnes Plastics Inc,Barnes Plastics Inc,18903 Anelo Ave,Carson,Ca,90248,33.85887,-118.28233,Los Angeles,Scott,Piepmeyer,310-329-6301,1.0,Acres,3087-Custom Compounding Of Purchased Plastics Resins
Industrial,325838,4 19I020909,Active,2007-05-30,4,Los Angeles,Signature Flexible Packaging Inc,Signature Flexible Packaging Inc,1120 E Sandhill Ave,Carson,Ca,90745,33.87843,-118.25433,Los Angeles,Armando,Lira,310-639-3986,69008.0,Sqft,3081-Unsupported Plastics Film And Sheet
Industrial,325941,4 19I020916,Terminated,2007-06-04,4,Los Angeles,Five Points Auto Salvage,Five Points Auto Salvage,11847 E Valley Blvd,El Monte,Ca,91732,34.06453,-118.02182,Los Angeles,Alberto,Gasas,626-443-3044,23306.0,Sqft,"5015-Motor Vehicle Parts, Used"
Industrial,325958,4 19I020914,Terminated,2007-06-04,4,Los Angeles,Mv Transportation Inc,Mv Transportation,13690 Vaughn St,Pacoima,Ca,91331,34.27548,-118.43093,Los Angeles,Jose,Guerrero,818-834-6738,8000.0,Sqft,"4119-Local Passenger Transportation, Nec"
Industrial,326058,4 19I020918,Terminated,2007-06-04,4,Los Angeles,Ripon Cogeneration Llc,San Gabriel Cogeneration,102 Erie St,Pomona,Ca,91768,34.05864,-117.77876,Los Angeles,George,Munoz,909-622-1460,2.0,Acres,4911-Electric Services
Industrial,326186,4 19I020920,Terminated,2007-06-06,4,Los Angeles,Las Fuentes Auto Dismantling,Las Fuentes Auto Dismantling,918 N Henry Ford Ave,Wilmington,Ca,90744,33.78276,-118.24187,Los Angeles,Jorge,Ramirez,310-847-6207,7800.0,Sqft,"5015-Motor Vehicle Parts, Used"
Industrial,326324,4 19I020924,Active,2007-06-07,4,Los Angeles,Southland Polymers Inc,Southland Polymers Inc,14030 Gannet St,Santa Fe Springs,Ca,90670,33.89428,-118.03132,Los Angeles,Robert,Vargas,562-921-0444,120189.0,Sqft,"3089-Plastics Products, Nec"
Industrial,326363,4 19I020926,Terminated,2007-06-12,4,Los Angeles,Zacher Automotive Recyclers,American Truck,1522 E Pacific Coast Hwy,Wilmington,Ca,90744,33.79111,-118.24462,Los Angeles,Josh,Zacher,310-326-2276,1.27,Acres,"5015-Motor Vehicle Parts, Used"
Industrial,326438,4 19I020929,Active,2007-06-13,4,Los Angeles,Seal Methods Inc,Seal Methods Inc,11915 Shoemaker Ave,Santa Fe Springs,Ca,90670,33.92257,-118.05523,Los Angeles,Sandra,Lua,562-944-0291,60000.0,Sqft,"3053-Gaskets, Packing, And Sealing Devices"
Industrial,326530,4 19I020941,Terminated,2007-06-27,4,Los Angeles,Estes Express West,Gi Trucking Dba Estes Express,9120 San Fernando Blvd,Sun Valley,Ca,91352,34.23544,-118.38894,Los Angeles,Mauricio,Serrano,818-504-4155,3.5,Acres,"4213-Trucking, Except Local"
Industrial,326777,4 19I020937,Terminated,2007-06-20,4,Los Angeles,Tesoro Refining And Marketing Company Llc,Tesoro Los Angeles Refinery,2101 E Pacific Coast Highway,Wilmington,Ca,90744,33.79163,-118.23466,Los Angeles,Robert,Stockdale,310-522-6281,308.0,Acres,2911-Petroleum Refining
Industrial,326905,4 19I020945,Terminated,2007-06-28,4,Los Angeles,Logistics Terminals Inc,Logistics Terminals Inc,12920 Imperial Hwy,Santa Fe Springs,Ca,90670,33.91716,-118.05666,Los Angeles,Thomas,Newcomer,562-864-3333,6.5,Acres,"4213-Trucking, Except Local"
Industrial,326912,4 19I020944,Active,2007-06-28,4,Los Angeles,Brenntag Pacific Inc,Brenntag Pacific,4545 Ardine St,South Gate,Ca,90280,33.9573,-118.18739,Los Angeles,Raymond,Ramos,323-974-0336,11.5,Acres,"2899-Chemicals And Chemical Preparations, Nec"
Industrial,326926,4 19I020977,Terminated,2007-07-06,4,Los Angeles,Thunderbird Industries Inc,Thunderbird Industries Inc,695 Terrace Dr,San Dimas,Ca,91773,34.09984,-117.81803,Los Angeles,Donald,Serio,909-394-1633,38848.0,Sqft,3085-Plastics Bottles
Industrial,326926,4 19Nec002215,Terminated,2007-07-06,4,Los Angeles,Thunderbird Industries Inc,Thunderbird Industries Inc,695 Terrace Dr,San Dimas,Ca,91773,34.09984,-117.81803,Los Angeles,Donald,Serio,909-394-1633,38848.0,Sqft,3085-Plastics Bottles
Industrial,326996,4 19I020940,Terminated,2007-06-27,4,Los Angeles,Keep On Trucking,Keep On Trucking,3025 E Dominguez,Carson,Ca,90810,33.8392,-118.21167,Los Angeles,Kelly,Myers,310-428-1597,119000.0,Sqft,4214-Local Trucking With Storage
Industrial,326996,4 19Nec002131,Terminated,2007-06-27,4,Los Angeles,Keep On Trucking,Keep On Trucking,3025 E Dominguez,Carson,Ca,90810,33.8392,-118.21167,Los Angeles,Kelly,Myers,310-428-1597,119000.0,Sqft,4214-Local Trucking With Storage
Industrial,327168,4 19I020955,Terminated,2007-06-29,4,Los Angeles,Robertos Auto Dismantler,Robertos Auto Dismantler,912 Vreeland Ave,Wilmington,Ca,90744,33.78272,-118.23893,Los Angeles,Jose,Campos,310-830-2870,10710.0,Sqft,"5015-Motor Vehicle Parts, Used"
Industrial,327200,4 19I021037,Terminated,2007-07-30,4,Los Angeles,Athens Services,Athens Services Pendleton,11121 Pendleton St,Sun Valley,Ca,91352,34.23867,-118.37286,Los Angeles,Don,Kiefer,818-767-9880,5.0,Acres,4212-Local Trucking Without Storage
Industrial,327268,4 19I020952,Active,2007-06-28,4,Los Angeles,Key Air Conditioning Contractors Inc,Key Air Conditioning Contractors Inc,10905 Laurel Ave,Santa Fe Springs,Ca,90670,33.93303,-118.04888,Los Angeles,Larry,Stikeleather,562-941-2233,68800.0,Sqft,3444-Sheet Metal Work
Industrial,327275,4 19I021054,Active,2007-08-07,4,Los Angeles,Greenwood Motor Lines Inc Dba Rl Carriers,Rl Carriers Lax,1220 Washington Blvd,Montebello,Ca,90640,33.99735,-118.1211,Los Angeles,Jonathan,Parson,937-382-1494,12.78,Acres,"4213-Trucking, Except Local"
Industrial,327290,4 19I020960,Terminated,2007-06-30,4,Los Angeles,Eric Lorenz,Primo Corporation,4921 Gifford Ave,Vernon,Ca,90058,33.99695,-118.19089,Los Angeles,Eric,Lorenz,323-581-1031,1.41,Acres,3082-Unsupported Plastics Profile Shapes
Industrial,327304,4 19I021004,Terminated,2007-07-16,4,Los Angeles,Santa Fe Extruders,Santa Fe Extruders,15315 Marquardt Ave,Santa Fe Springs,Ca,90670,33.89155,-118.03783,Los Angeles,James,Sikorski,562-921-8991,42253.0,Sqft,3081-Unsupported Plastics Film And Sheet
Industrial,327307,4 19I020969,Active,2007-06-30,4,Los Angeles,Tri J Heat Treating Co Inc,Tri J Heat Treating,327 Commercial,Pomona,Ca,91767,34.05978,-117.74523,Los Angeles,Yusheng,Shew,909-622-9999,31400.0,Sqft,3398-Metal Heat Treating
Industrial,327411,4 19I020965,Terminated,2007-06-30,4,Los Angeles,Arc International Corp,Arc International Corp,333 Turnbull Canyon Rd,City Of Industry,Ca,91745,34.02424,-117.96764,Los Angeles,Mike,Easterbrook,626-855-8011,288822.0,Sqft,5093-Scrap And Waste Materials
Industrial,327426,4 19I020970,Terminated,2007-07-02,4,Los Angeles,Cct Holdco Llc,Arvan Inc,14083 S Normandie Ave,Gardena,Ca,90249,33.90393,-118.30039,Los Angeles,Marc,Farris,310-327-1818,71015.0,Sqft,"3728-Aircraft Parts And Auxiliary Equipment, Nec"
Industrial,327466,4 19I021003,Terminated,2007-07-16,4,Los Angeles,Christie Mold & Machine,Christie Mold & Machine,13344 Cambridge St,Santa Fe Springs,Ca,90670,33.9069,-118.04733,Los Angeles,Larry,Janny,562-229-0990,41250.0,Sqft,"3089-Plastics Products, Nec"
Industrial,327489,4 19I020972,Terminated,2007-07-03,4,Los Angeles,Anthony International,Anthony International,12391 Montero Ave,Sylmar,Ca,91342,34.295,-118.40962,Los Angeles,Paul,Artwohl,Unknown,9.91,Acres,"3231-Glass Products, Made Of Purchased Glass"
Industrial,327553,4 19I020973,Terminated,2007-07-04,4,Los Angeles,P&R Metals Inc,P&R Metals Inc,9834 E Alpaca St,South El Monte,Ca,91733,34.04944,-118.05494,Los Angeles,Ming,Szu Lin,626-350-9789,14105.0,Sqft,5093-Scrap And Waste Materials
Industrial,327611,4 19I020975,Terminated,2007-07-05,4,Los Angeles,Container Components Inc,Container Components Inc,355 Parkside Dr,San Fernando,Ca,91340,34.28079,-118.43168,Los Angeles,Hector,Hernandez,818-882-4300,36500.0,Sqft,"3089-Plastics Products, Nec"
Industrial,327624,4 19I020976,Terminated,2007-07-05,4,Los Angeles,Stueves Milk Transport Inc,Stueves Milk Transport Inc,1371 E 9Th St,Pomona,Ca,91766,34.05201,-117.72796,Los Angeles,Mike,Stueve,626-359-3851,4.25,Acres,4212-Local Trucking Without Storage
Industrial,327657,4 19I021043,Terminated,2007-08-01,4,Los Angeles,Laurmark Enterprises Dba Bak Industries,Laurmark Enterprises Dba Bak Industries,7307 Coldwater Canyon,North Hollywood,Ca,91605,34.06586,-118.21922,Los Angeles,Ivan,Mianin,818-764-0031,28000.0,Sqft,2396-Textile Automotive Trimmings
Industrial,327658,4 19I021029,Terminated,2007-07-24,4,Los Angeles,Idea Tooling  Engineering Inc,Idea Tooling  Engineering Inc,20601 Annalee Ave,Carson,Ca,90746,33.84395,-118.25289,Los Angeles,Peter,Janner,310-608-7448,26000.0,Sqft,"3089-Plastics Products, Nec"
Industrial,327708,4 19I021014,Terminated,2007-07-17,4,Los Angeles,Naked Juice Co Glendora Inc,Naked Juice Co Glendora Inc,875 W 8Th St,Azusa,Ca,91702,34.13606,-117.91885,Los Angeles,Kyle,Morton,626-812-6022,3.97,Acres,"2037-Frozen Fruits, Fruit Juices, And Vegetables"
Industrial,327714,4 19I021015,Terminated,2007-07-17,4,Los Angeles,Naked Juice Co Glendora Inc,Naked Juice Co Glendora Inc,533 W Foothill Blvd,Azusa,Ca,91702,34.13378,-117.91352,Los Angeles,Kyle,Morton,626-852-2500,4.0,Acres,"2037-Frozen Fruits, Fruit Juices, And Vegetables"
Industrial,327728,4 19I021013,Terminated,2007-07-17,4,Los Angeles,Usf Reddaway Inc Yrc Worldwide Enterprise Services Inc,Usf Reddaway Inc 526,12100 Montague St,Pacoima,Ca,91331,34.25868,-118.39604,Los Angeles,Steve,Wise,818-686-8356,4.95,Acres,"4213-Trucking, Except Local"
Industrial,327734,4 19I020984,Terminated,2007-07-09,4,Los Angeles,Usf Reddaway Inc Yrc Worldwide Enterprise Services Inc,Usf Reddaway Inc 399,575 E Weber Ave,Compton,Ca,90222,33.92026,-118.21993,Los Angeles,Oscar,Gonzalez Jr,310-637-1265,10.8,Acres,"4213-Trucking, Except Local"
Industrial,327778,4 19I020998,Terminated,2007-07-12,4,Los Angeles,Ccl Tube,Ccl Tube,2501 W Rosecrans Ave,Los Angeles,Ca,90059,34.06586,-118.21922,Los Angeles,Ron,Harriman,310-635-4444,17.77,Acres,3085-Plastics Bottles
Industrial,327780,4 19I020999,Terminated,2007-07-12,4,Los Angeles,El Mar Plastics Inc,El Mar Plastics,303 W Artesia Blvd,Compton,Ca,90220,33.87439,-118.22722,Los Angeles,Allen,Schor,310-928-0205,191000.0,Acres,"7389-Business Services, Nec"
Industrial,327817,4 19I020988,Terminated,2007-07-10,4,Los Angeles,Cliff H Miller,Andrew M Martin Co,16539 S Main St,Carson,Ca,90248,33.88157,-118.27587,Los Angeles,Michael,Gioseffi,310-323-2000,75302.0,Sqft,9999-Nonclassifiable Establishments
Industrial,327865,4 19I020993,Terminated,2007-07-10,4,Los Angeles,California Resources Production Corporation,Honor Ranch,24000 Hwy 99,Castaic,Ca,91310,34.49,-118.62,Los Angeles,Jeff,Nobriga,805-504-6865,2275.0,Acres,1311-Crude Petroleum And Natural Gas
Industrial,327910,4 19I021010,Active,2007-07-16,4,Los Angeles,Advance Paper Box Co,Advance Paper Box Co,6001 And 6100 S Gramercy Pl,Los Angeles,Ca,90047,33.98422,-118.31292,Los Angeles,Woody,Coale,323-750-2550,5.5,Acres,"2752-Commercial Printing, Lithographic"
Industrial,327932,4 19I021007,Terminated,2007-07-16,4,Los Angeles,Herant Megerdichian American Poly Bag Inc,American Poly Bag Inc,1541 W Paramount St Bldg B,Azusa,Ca,91702,34.06586,-118.21922,Los Angeles,Herant,Megerdichian,626-969-3555,14480.0,Sqft,3081-Unsupported Plastics Film And Sheet
Industrial,327933,4 19I021006,Terminated,2007-07-16,4,Los Angeles,J&J Products,J&J Products,9240 Whitemore St,El Monte,Ca,91731,34.0658,-118.06724,Los Angeles,Gabi,Girand,626-571-8084,15000.0,Sqft,"3089-Plastics Products, Nec"
Industrial,327997,6B19I021016,Terminated,2007-07-17,6B,Los Angeles,Transdev,Avta Bus Garage,42210 6Th St W,Lancaster,Ca,93534,34.65098,-118.14105,Los Angeles,Martin,Tompkins,661-729-2216,16.0,Acres,4173-Terminal And Service Facilities For Motor Vehicle Passenger Transportation
Industrial,328142,4 19I021031,Active,2007-07-25,4,Los Angeles,Nowell Steel  Supply Co Inc,Nowell Steel Supply Co Inc,10746 Springdale Ave,Santa Fe Springs,Ca,90670,33.93639,-118.06855,Los Angeles,Jennifer,Kirsten,562-944-0371,2.5,Acres,"3499-Fabricated Metal Products, Nec"
Industrial,328143,4 19I021019,Terminated,2007-07-19,4,Los Angeles,Rubber Recovery Inc,Rubber Recovery Inc,1501 W Gladstone St,Azusa,Ca,91702,34.11438,-117.93443,Los Angeles,Ken,Winters,626-633-1174,3.0,Acres,3011-Tires And Inner Tubes
Industrial,328195,4 19I021027,Terminated,2007-07-24,4,Los Angeles,Imperial Paving Co,Imperial Paving Co,13316 Leffingwell Rd,Whittier,Ca,90605,33.91843,-118.04803,Los Angeles,Eric,Funk,562-944-0975,0.6,Acres,1771-Concrete Work
Industrial,328323,4 19I021040,Terminated,2007-07-31,4,Los Angeles,Valco Plastics Inc,Valco Plastics Inc,14505 S Main St,Gardena,Ca,90248,33.90024,-118.27404,Los Angeles,Tim,Kirwan,310-532-1988,25000.0,Sqft,3085-Plastics Bottles
Industrial,328336,4 19I021035,Terminated,2007-07-26,4,Los Angeles,Precision Specialty Metals Inc,Precision Specialty Metals,3301 Medford St,Los Angeles,Ca,90063,34.0607,-118.19088,Los Angeles,Tony,Gallegos,818-621-5557,430808.0,Sqft,"3316-Cold-Rolled Steel Sheet, Strip, And Bars"
Industrial,328533,4 19I021020,Active,2007-07-20,4,Los Angeles,Ready Pac Foods,Ready Pac Foods,4401 Foxdale Ave,Irwindale,Ca,91706,34.09271,-117.93679,Los Angeles,Jaime,Luevano,626-922-1817,20.0,Acres,"2099-Food Preparations, Nec"
Industrial,328691,4 19I021039,Terminated,2007-07-31,4,Los Angeles,Calportland Co,Cpc Terminals,401 Canal Ave,Wilmington,Ca,90748,33.76366,-118.25884,Los Angeles,Desirea,Haggard,626-691-1966,120835.0,Sqft,1442-Construction Sand And Gravel
Industrial,328754,4 19I021046,Terminated,2007-08-01,4,Los Angeles,Bestway Recycling,Western Recycling Center,13528 S Western Ave,Gardena,Ca,90249,33.90889,-118.30904,Los Angeles,Ana,Galvan,310-329-3600,46500.0,Sqft,5093-Scrap And Waste Materials
